comment,author,date,like_count
Weeeeellllll stated!,D Man-G,2020-02-08T13:19:31Z,1
i think it’s the fact that this movie is very realistic.. like this can actually happen in real life,Puti Amelia Tahniawati,2020-02-08T13:12:18Z,0
"Nice analysis. How about the daughter&#39;s observation that her artsy brother is just faking. And she gets asked &quot;how does that affect your homework?&quot; Also, that this is specifically a South Korean film (in relation to Northern Korea communism) - the film resists reduction to relatively subtle anaylsyses like this as it has many more layers.",nessman69,2020-02-08T10:27:40Z,0
"It’s terrifying because it is the kind of reality we live in and it appears that it is something that we cannot (and even if we can, we are still unwilling to) change.<br><br>Humans may be superior in intellect among all living species in this planet and, hence, can easily outsmart other living things in order to survive and even reign supreme in the biological food chain, we have one major flaw that nature instilled in us to ensure of our eventual extinction—GREED.<br><br>We created a social system where living in excess seems to be the ideal lifestyle. We greed for wealth beyond the sufficient amount for us to survive or live a decent life so we can afford to buy more and more stuff we don’t actually need. In turn, we leach off of mother nature to create/manufacture products in excess of what’s necessary at the expense of our natural and human resources leaving tons and tons of waste that can’t be naturally degraded. And voila! We have our governments to ensure that everything is under control and that this is how things are supposed to work out.<br><br>While we think that we’re living life to the fullest by having more than what we need at an instant, we remain oblivious to parts of the world that continue to have too little to survive...and are being maintained that way so the other half could live a totally opposite life. Worse is even if we’re aware of such inequities and injustice, we feel it to be beyond our grasp to change or that it simply has nothing to do with us.<br><br>We created poverty, wars, diseases and climate change. And in the end, those who have less are the ones who are more unprotected from all of it. And we know for a fact that the trend has always been putting majority of the world’s wealth to a handful and leaving the rest divided among billions of others.<br><br>Mother Earth doesn’t need a more superior species to keep humans under control. We created that monster ourselves.<br><br>WE ARE OUR OWN PARASITES. And boy! We are unforgiving.",The Obsessed Potato,2020-02-08T08:40:35Z,374
"peroh the concept of Dominion itself was not my point, I was talking about how random &#39;instinct&#39; is to the system of Psychology<br>It doesn&#39;t even logically belong there","Greg ""GayGay"" Akutami",2020-02-23T22:31:15Z,1
"peroh I&#39;m thinking outside the box, if you think about it, there is one irresistible trait all of us have that corrupts us as our thought processes become more complex and as influence is reached out to us, if it wasn&#39;t for this specific trait then, the standard default intellect we have now would&#39;ve done us all right instead of wrong all these centuries or millennia<br>And that specific trait is just too random and pretty much breaks the rules of the universe because of its randomness","Greg ""GayGay"" Akutami",2020-02-23T17:19:35Z,2
"If only the concept of intellect,creativity and psychology was all there is then there wouldn&#39;t be any chaos but humanity&#39;s default trait &quot;the desire for Dominion&quot; just ruined it all and the concept of this trait even existing isn&#39;t even logical, it just exists in our mind for some reason and it got more versatile over the years and divided itself into more default traits that fucked us up even more","Greg ""GayGay"" Akutami",2020-02-23T14:03:53Z,4
Whoa,Mandalorian’s Nostalgia,2020-02-17T23:32:14Z,0
"I remember the first time I realized all that in high school, before realizing that I considered myself as a good person, after that I felt so miserable, what can we concretely do once we learn this?",Jocelyn,2020-02-16T14:42:30Z,6
"Holy hell...I just realised that <a href=""http://mr.kim/"">Mr.kim</a> was the detective in memories of murder 😲",Pallavi P.V,2020-02-08T08:17:59Z,6
"You opened on my favorite scene, this is the second time you see the dads resentment to his own living state/class.",Rice Niceman,2020-02-08T06:33:30Z,1
reality is depressing,Niki Wonoto,2020-02-08T06:18:48Z,3
But being depressed in a rich house like in the movie is much better,Jibran Khan Tareen,2020-02-09T19:00:16Z,0
Thank you so much for this analysis!,Apoorva Gupta,2020-02-08T06:14:50Z,1
"Then no one would care about this. Everyone gives their opinions, shares facts, but at the end of the day nothing would really change. Capitalism will be at its highest peak before people realize that they should act.<br>.<br>.<br>.<br>.<br>.<br>.<br>.<br>Sorry for my pessimistic arse. Don&#39;t get offended because it&#39;s true.",lisanna wilfhelm,2020-02-08T06:05:28Z,27
What do you suggest should be done?,Ezra Mead,2020-02-10T20:47:28Z,3
"&quot;she&#39;s rich but still nice&quot;<br>&quot;no, she&#39;s nice because she&#39;s rich&quot;",Kasshoku,2020-02-08T04:21:42Z,46349
"But you can be nice and poor, so I&#39;m not really sure what you getting at",MegaHam,2021-10-22T19:31:11Z,0
@trenchcoat gaming lies,kids asmr and vlogs,2021-09-15T23:18:11Z,0
@carmosen ok thank you,Bhukya Balakrishna,2021-08-27T17:30:22Z,0
"@Bhukya Balakrishna because as his daughter was dying, mr park didn’t care and only wanted his keys, and then plugged his nose because of their smell. kim was fed up and just took his anger out",carmosen,2021-08-27T17:17:43Z,1
"Well I say there&#39;re nice and mean ppl in both rich and poor ppl lol, that much is obvious.",peachylemonade,2021-08-21T03:30:56Z,0
"can you please credit Toby Morris, the cartoonist, and Toby  who produced that piece about class in NZ? <a href=""https://thespinoff.co.nz/author/toby-morris/"">https://thespinoff.co.nz/author/toby-morris/</a>",Rebecca Gibbs,2020-02-08T03:43:54Z,0
"It&#39;s human nature. give the bottom people a spot on top and see they&#39;ll be just like the top people if not worse, the thing is as humans our ideals and our nature can not meet",Fatemeh Makvandi,2020-02-08T02:58:54Z,2
"I still don&#39;t get what the rock represents, anyone have ideas?",rm,2020-02-08T02:58:13Z,1
"I think it is simbolic for fortune and wealth...maybe because they chasing the wealth but end up bad..thatz why he put the rock back into the river...so,the bad luck will go away?",non,2020-02-11T09:32:42Z,0
There are superiors and inferiors. It’s the way of the world. Natural selection. The best wins. Too bad if you’re not one of them. Life’s not fair. Deal with it. Poor people that bitch about it get no sympathy from me. And I’m not one of the rich.,Spring Sogourne,2020-02-08T02:09:20Z,0
"Love this! Well done! Great film,I’ve been a huge fan log Korean cinema for the last decade &amp; im truly ecstatic to see all the attention it’s receiving!",CkayReacts,2020-02-08T01:12:39Z,0
"love the video, but the beauty standard of pale skin does not stem from a desire to look more european. the idea of pale skin being more beautiful has been around since before asians have interacted with europeans.",yuyu,2020-02-08T00:33:18Z,2
Very nice analysis; the daughter was easily my favorite out of all of them in the poor family. I’ve also heard about the Apple products and it’s strange since I read an article about it just the other day! It’s just sad and messed up...,Eri Maxi from SoulCalibur is best boy,2020-02-07T20:05:43Z,0
well said.. subscribed!,AKMIU,2020-02-07T19:35:35Z,1
"akala ko ads nung biglang lumabas si anne lol @<a href=""https://www.youtube.com/watch?v=zgAK-4kPTb8&amp;t=9m30s"">9:30</a>",AKMIU,2020-02-07T19:29:41Z,1
Respect!!!,Ralph Reyes,2020-02-07T18:44:01Z,0
A murderer is a murderer. Sympathy for a murderer doesn&#39;t change that.,William Muscato,2020-02-07T18:32:13Z,8
"I wasn just hearing the video while doing something else, and I thought that it was Michael Scott speaking but when I looked it was Steve Jobs",Novi God,2020-02-07T17:41:55Z,3
